id,sales_volume,user_rating
P1497,433,1.64
P1498,292,2.49
P1499,764,2.59
P1500,77,4.17
P1501,536,1.56
P1502,190,3.98
P1503,635,1.29
P1504,138,4.04
P1505,277,4.67
P1506,255,1.47
P1507,309,4.54
P1508,201,4.63
P1509,249,3.04
P1510,151,1.55
P1511,361,2.35
P1512,577,1.05
P1513,230,1.07
P1514,472,2.15
P1515,414,3.93
P1516,830,1.19
P1517,770,4.4
P1518,380,2.59
P1519,951,1.09
P1520,925,1.63
P1521,624,4.25
P1522,421,2.16
P1523,841,3.92
P1524,573,3.57
P1525,239,3.18
P1526,29,4.4
P1527,428,2.24
P1528,371,3.3
P1529,333,4.04
P1530,534,4.25
P1531,181,3.83
P1532,18,1.41
P1533,405,3.65
P1534,498,1.02
P1535,499,1.55
P1536,294,3.61
P1537,426,2.3
P1538,562,4.26
P1539,914,1.14
P1540,283,4.81
P1541,897,3.51
P1542,577,4.84
P1543,710,2.46
P1544,703,2.59
P1545,307,1.21
P1546,987,3.52
P1547,775,4.51
P1548,105,2.62
P1549,293,1.45
P1550,899,2.08
P1551,951,1.04
P1552,941,2.84
P1553,359,3.69
P1554,663,4.02
P1555,778,3.73
P1556,262,4.25
P1557,840,3.31
P1558,866,3.86
P1559,783,1.12
P1560,98,1.2
P1561,601,3.43
P1562,519,1.78
P1563,433,1.89
P1564,536,3.57
P1565,178,4.02
P1566,150,1.69
P1567,307,4.92
P1568,90,3.71
P1569,414,4.56
P1570,740,3.52
P1571,699,4.53
P1572,646,3.51
P1573,665,2.67
P1574,261,2.28
P1575,634,4.85
P1576,198,1.71
P1577,116,4.5
P1578,810,2.12
P1579,552,1.86
P1580,482,2.59
P1581,124,1.87
P1582,725,4.78
P1583,517,4.56
P1584,908,2.35
P1585,379,4.85
P1586,466,3.83
P1587,459,2.76
P1588,150,1.09
P1589,177,4.6
P1590,217,4.58
P1591,85,2.21
P1592,218,4.11
P1593,632,2.45
P1594,234,4.77
P1595,177,3.01
P1596,43,1.49
P1597,862,2.42
P1598,358,2.92
P1599,130,2.56
P1600,542,3.2
P1601,475,3.51
P1602,892,4.01
P1603,44,3.6
P1604,19,1.51
P1605,284,3.85
P1606,191,1.31
P1607,897,1.66
P1608,469,4.29
P1609,931,2.42
P1610,662,2.36
P1611,198,1.58
P1612,718,4.31
P1613,759,4.81
P1614,290,3.96
P1615,722,2.56
P1616,224,3.93
P1617,997,3.62
P1618,390,1.42
P1619,193,4.19
P1620,337,4.94
P1621,541,3.67
P1622,903,1.23
P1623,364,2.1
P1624,76,4.0
P1625,235,3.41
P1626,458,3.53
P1627,331,1.7
P1628,656,2.32
P1629,949,1.72
P1630,21,3.06
P1631,296,1.04
P1632,478,2.8
P1633,545,2.86
P1634,718,1.27
P1635,32,4.44
P1636,497,2.23
P1637,786,4.34
P1638,800,2.96
P1639,754,2.42
P1640,156,2.95
P1641,107,2.18
P1642,173,4.3
P1643,558,1.1
P1644,836,1.94
P1645,850,4.91
P1646,266,4.41
P1647,605,1.85
P1648,216,3.18
P1649,202,3.97
P1650,542,1.81
P1651,86,1.67
P1652,745,1.17
P1653,346,3.3
P1654,612,3.76
P1655,164,3.61
P1656,309,1.73
P1657,276,4.77
P1658,879,4.59
P1659,461,3.59
P1660,36,2.64
P1661,473,4.18
P1662,349,2.84
P1663,391,2.95
P1664,773,2.33
P1665,711,2.26
P1666,268,1.92
P1667,677,3.12
P1668,413,4.41
P1669,1,2.8
P1670,1,1.83
P1671,677,3.28
P1672,146,1.41
P1673,200,4.14
P1674,828,4.06
P1675,773,1.47
P1676,193,4.91
P1677,621,1.7
P1678,345,4.67
P1679,53,1.34
P1680,609,2.56
P1681,24,3.98
P1682,944,4.2
P1683,764,1.63
P1684,601,4.99
P1685,165,3.36
P1686,582,2.49
P1687,775,2.19
P1688,445,1.02
P1689,632,1.41
P1690,224,1.72
P1691,882,4.12
P1692,358,3.84
P1693,852,3.78
P1694,120,3.18
P1695,528,3.5
P1696,733,1.28
P1697,18,1.84
P1698,903,3.53
P1699,986,2.33
P1700,325,2.46
P1701,852,4.68
P1702,668,1.58
P1703,175,2.84
P1704,726,1.79
P1705,382,3.78
P1706,318,4.45
P1707,72,3.22
P1708,185,2.91
P1709,191,4.18
P1710,897,3.55
P1711,372,2.88
P1712,242,4.3
P1713,786,3.51
P1714,84,3.69
P1715,768,3.8
P1716,961,3.25
P1717,531,4.38
P1718,149,1.07
P1719,337,2.4
P1720,501,2.07
P1721,289,2.12
P1722,395,1.82
P1723,267,4.08
P1724,67,1.87
P1725,348,2.42
P1726,506,1.55
P1727,594,1.01
P1728,176,4.66
P1729,476,2.66
P1730,976,3.16
P1731,501,4.55
P1732,1000,2.37
P1733,336,2.08
P1734,240,2.19
P1735,352,4.66
P1736,40,4.01
P1737,982,2.42
P1738,582,1.47
P1739,419,3.22
P1740,531,2.15
P1741,686,2.41
P1742,1,2.2
P1743,238,1.42
P1744,261,2.27
P1745,642,2.69
P1746,861,4.65
P1747,495,1.11
P1748,779,3.14
P1749,86,2.98
P1750,456,4.39
P1751,439,4.71
P1752,473,1.87
P1753,346,4.48
P1754,54,1.45
P1755,628,4.08
P1756,574,4.32
P1757,753,2.76
P1758,981,4.33
P1759,515,1.18
P1760,848,1.14
P1761,720,2.0
P1762,613,4.18
P1763,700,4.95
P1764,222,3.88
P1765,15,1.23
P1766,289,2.3
P1767,213,2.67
P1768,1000,1.72
P1769,13,1.36
P1770,605,2.08
P1771,668,2.74
P1772,518,3.23
P1773,345,3.34
P1774,112,3.09
P1775,649,3.88
P1776,125,3.92
P1777,742,2.72
P1778,544,1.14
P1779,51,1.65
P1780,243,4.48
P1781,53,3.56
P1782,525,2.56
P1783,107,1.04
P1784,339,2.71
P1785,925,3.86
P1786,924,3.7
P1787,925,2.54
P1788,332,2.14
P1789,552,4.28
P1790,31,3.08
P1791,625,4.18
P1792,967,2.56
P1793,101,1.5
P1794,722,2.5
P1795,727,2.66
P1796,724,1.69
P1797,529,1.11
P1798,515,3.13
P1799,796,4.36
P1800,619,1.64
P1801,228,2.2
P1802,329,2.1
P1803,506,3.23
P1804,209,1.86
P1805,398,4.54
P1806,724,1.09
P1807,685,1.82
P1808,979,4.48
P1809,410,2.25
P1810,797,2.17
P1811,634,2.12
P1812,390,1.85
P1813,818,2.29
P1814,910,3.15
P1815,881,1.08
P1816,119,2.97
P1817,491,4.56
P1818,246,4.87
P1819,498,4.55
P1820,762,4.68
P1821,163,3.36
P1822,169,1.43
P1823,763,4.69
P1824,781,4.41
P1825,101,3.16
P1826,631,2.87
P1827,790,3.23
P1828,966,2.22
P1829,850,1.32
P1830,962,3.91
P1831,954,1.73
P1832,180,2.28
P1833,165,4.31
P1834,594,1.91
P1835,737,2.5
P1836,899,3.72
P1837,378,1.09
P1838,550,2.42
P1839,216,4.57
P1840,241,2.61
P1841,390,1.92
P1842,338,3.5
P1843,654,4.65
P1844,113,3.79
P1845,279,1.64
P1846,599,4.35
P1847,938,1.05
P1848,994,1.66
P1849,409,3.16
P1850,344,3.08
P1851,695,2.53
P1852,159,2.07
P1853,779,3.99
P1854,618,3.95
P1855,759,4.06
P1856,496,4.05
P1857,935,2.63
P1858,524,4.74
P1859,703,4.82
P1860,353,4.04
P1861,816,2.84
P1862,84,4.77
P1863,267,4.26
P1864,513,2.92
P1865,189,1.1
P1866,535,4.91
P1867,338,1.44
P1868,886,2.83
P1869,615,4.97
P1870,857,2.74
P1871,313,3.8
P1872,379,1.56
P1873,32,4.46
P1874,794,4.17
P1875,526,3.56
P1876,882,3.44
P1877,345,2.68
P1878,338,2.22
P1879,423,3.31
P1880,45,4.75
P1881,235,2.85
P1882,741,2.22
P1883,931,2.76
P1884,631,4.7
P1885,95,2.43
P1886,865,3.24
P1887,8,2.71
P1888,393,1.8
P1889,449,4.55
P1890,451,3.74
P1891,469,1.59
P1892,505,2.86
P1893,228,2.93
P1894,58,3.84
P1895,606,1.4
P1896,454,1.42
P1897,435,1.82
P1898,435,3.53
P1899,67,2.76
P1900,974,2.42
P1901,260,1.99
P1902,293,2.93
P1903,535,4.49
P1904,665,4.51
P1905,136,4.8
P1906,537,2.17
P1907,865,3.19
P1908,581,1.43
P1909,587,3.42
P1910,753,3.38
P1911,44,1.73
P1912,698,4.36
P1913,354,4.48
P1914,991,3.2
P1915,597,1.32
P1916,124,3.95
P1917,570,4.34
P1918,155,2.24
P1919,308,3.18
P1920,600,3.23
P1921,72,2.4
P1922,858,2.15
P1923,64,3.01
P1924,332,2.49
P1925,310,4.93
P1926,323,4.78
P1927,628,3.9
P1928,437,3.74
P1929,84,1.69
P1930,231,1.88
P1931,389,1.45
P1932,604,2.29
P1933,352,3.59
P1934,828,1.84
P1935,30,4.85
P1936,711,2.51
P1937,241,2.64
P1938,558,1.2
P1939,18,2.83
P1940,743,4.91
P1941,250,4.52
P1942,889,2.7
P1943,294,1.7
P1944,385,2.5
P1945,834,4.28
P1946,615,2.31
P1947,878,2.45
P1948,658,4.68
P1949,317,1.34
P1950,454,2.08
P1951,348,3.53
P1952,502,4.01
P1953,314,2.36
P1954,283,4.04
P1955,224,2.88
P1956,304,2.29
P1957,718,3.51
P1958,660,2.0
P1959,298,2.23
P1960,965,1.54
P1961,244,1.75
P1962,577,3.62
P1963,656,1.5
P1964,319,2.91
P1965,38,4.84
P1966,152,1.88
P1967,20,4.34
P1968,584,4.13
P1969,299,2.82
P1970,645,4.6
P1971,966,2.02
P1972,637,1.34
P1973,517,1.22
P1974,15,1.89
P1975,508,4.02
P1976,928,1.4
P1977,410,3.69
P1978,558,1.48
P1979,403,1.7
P1980,595,4.52
P1981,160,1.74
P1982,541,4.49
P1983,338,4.75
P1984,716,2.0
P1985,555,1.8
P1986,150,4.66
P1987,601,3.99
P1988,394,4.24
P1989,708,1.54
P1990,389,4.74
P1991,70,1.06
P1992,733,2.45
P1993,108,1.49
P1994,539,4.19
P1995,751,4.91
P1996,900,4.58
P1997,454,4.94
P1998,543,2.27
P1999,216,2.78
P2000,895,1.03
P2001,977,1.27
P2002,948,1.31
P2003,898,3.53
P2004,858,1.09
P2005,496,3.24
P2006,140,2.5
P2007,674,3.99
P2008,589,1.92
P2009,404,2.91
P2010,202,4.97
P2011,71,1.63
P2012,565,3.54
P2013,66,4.32
P2014,153,3.4
P2015,246,3.5
P2016,946,4.47
P2017,579,4.74
P2018,473,3.29
P2019,698,2.4
P2020,721,4.54
P2021,812,4.35
P2022,926,1.32
P2023,345,1.66
P2024,496,2.66
P2025,138,3.58
P2026,608,1.85
P2027,788,2.47
P2028,67,3.24
P2029,107,1.6
P2030,442,3.24
P2031,785,1.8
P2032,942,3.79
P2033,150,3.29
P2034,836,4.9
P2035,313,3.47
P2036,730,1.33
P2037,653,2.86
P2038,943,3.61
P2039,709,3.35
P2040,760,3.32
P2041,857,4.78
P2042,609,1.98
P2043,623,4.15
P2044,777,1.57
P2045,516,2.6
P2046,110,2.2
P2047,129,4.27
P2048,971,1.47
P2049,542,3.9
P2050,230,3.77
P2051,130,1.79
P2052,852,2.49
P2053,211,4.24
P2054,246,1.31
P2055,268,3.24
P2056,956,3.79
P2057,989,3.6
P2058,614,1.08
P2059,987,4.32
P2060,510,4.82
P2061,595,4.49
P2062,439,3.3
P2063,876,2.43
P2064,258,1.56
P2065,80,3.96
P2066,589,4.24
P2067,919,2.33
P2068,55,2.32
P2069,110,4.69
P2070,766,3.71
P2071,727,4.22
P2072,879,2.14
P2073,397,1.37
P2074,809,4.82
P2075,708,3.79
P2076,548,1.51
P2077,430,3.82
P2078,367,1.99
P2079,482,1.1
P2080,772,3.06
P2081,120,1.45
P2082,752,4.63
P2083,952,3.36
P2084,897,3.91
P2085,267,1.68
P2086,318,4.21
P2087,190,2.92
P2088,829,4.59
P2089,85,2.37
P2090,538,4.29
P2091,797,2.97
P2092,687,2.47
P2093,419,4.72
P2094,646,1.2
P2095,598,3.4
P2096,588,2.23
P2097,80,4.73
P2098,866,1.46
P2099,661,1.39
P2100,550,2.33
P2101,81,2.92
P2102,333,4.19
P2103,280,4.85
P2104,207,1.14
P2105,505,2.6
P2106,846,4.13
P2107,389,2.45
P2108,115,3.44
P2109,468,2.43
P2110,897,3.97
P2111,648,3.11
P2112,228,2.79
P2113,412,1.93
P2114,185,1.7
P2115,645,2.99
P2116,772,4.46
P2117,551,2.88
P2118,698,1.25
P2119,124,2.05
P2120,888,1.99
P2121,410,2.68
P2122,205,2.33
P2123,73,4.15
P2124,956,4.09
P2125,637,4.58
P2126,291,1.99
P2127,359,4.99
P2128,541,1.28
P2129,589,2.92
P2130,140,4.54
P2131,210,2.61
P2132,892,4.36
P2133,787,4.95
P2134,355,4.6
P2135,559,2.74
P2136,29,2.29
P2137,333,3.02
P2138,980,2.88
P2139,485,2.86
P2140,177,2.85
P2141,288,2.21
P2142,78,4.72
P2143,311,3.67
P2144,492,2.12
P2145,760,3.79
P2146,12,1.62
P2147,220,2.08
P2148,974,1.28
P2149,927,3.88
P2150,981,1.27
P2151,114,3.0
P2152,882,4.57
P2153,712,3.37
P2154,719,4.3
P2155,439,2.11
P2156,428,2.56
P2157,781,4.11
P2158,694,1.66
P2159,743,3.59
P2160,699,1.54
P2161,936,2.41
P2162,353,1.41
P2163,87,3.95
P2164,393,1.31
P2165,67,1.46
P2166,602,2.0
P2167,305,3.11
P2168,484,1.32
P2169,385,2.87
P2170,228,4.94
P2171,877,2.98
P2172,795,4.98
P2173,971,2.66
P2174,439,4.03
P2175,667,4.49
P2176,272,2.65
P2177,297,1.89
P2178,346,1.71
P2179,111,1.63
P2180,58,4.1
P2181,238,2.73
P2182,835,3.82
P2183,818,4.82
P2184,649,1.78
P2185,21,1.4
P2186,584,2.57
P2187,395,4.25
P2188,608,1.18
P2189,357,4.04
P2190,623,1.14
P2191,613,3.66
P2192,789,3.5
P2193,477,3.99
P2194,719,2.8
P2195,25,1.2
P2196,576,4.05
P2197,962,5.0
P2198,749,4.61
P2199,629,4.2
P2200,69,3.92
P2201,65,5.0
P2202,2,2.59
P2203,439,2.9
P2204,622,4.84
P2205,858,3.61
P2206,816,4.4
P2207,361,3.92
P2208,843,4.24
P2209,801,1.44
P2210,757,2.29
P2211,899,1.2
P2212,592,1.61
P2213,55,2.49
P2214,387,2.79
P2215,14,2.17
P2216,380,3.73
P2217,963,3.4
P2218,412,2.56
P2219,565,2.54
P2220,995,2.69
P2221,403,4.02
P2222,883,1.8
P2223,686,3.86
P2224,331,1.75
P2225,781,1.44
P2226,453,4.47
P2227,386,2.8
P2228,601,3.5
P2229,396,3.07
P2230,892,3.88
P2231,408,3.43
P2232,767,1.68
P2233,584,2.62
P2234,254,3.92
P2235,714,4.98
P2236,966,3.91
P2237,806,2.22
P2238,846,4.22
P2239,99,3.35
P2240,627,2.29
P2241,128,2.28
P2242,127,2.52
P2243,991,3.86
P2244,278,3.8
P2245,383,4.91
P2246,328,2.92
P2247,783,1.34
P2248,564,2.2
P2249,55,4.93
P2250,133,2.55
P2251,226,3.69
P2252,699,3.75
P2253,864,4.54
P2254,771,3.1
P2255,895,2.43
P2256,967,1.88
P2257,750,1.17
P2258,433,1.88
P2259,525,2.46
P2260,138,3.23
P2261,911,3.5
P2262,48,1.4
P2263,374,1.6
P2264,597,4.2
P2265,589,3.59
P2266,405,1.33
P2267,282,3.04
P2268,626,1.85
P2269,52,4.55
P2270,967,4.39
P2271,584,4.4
P2272,791,1.42
P2273,44,3.01
P2274,999,2.17
P2275,792,3.87
P2276,125,4.58
P2277,86,3.72
P2278,99,1.68
P2279,969,1.18
P2280,599,3.68
P2281,591,2.41
P2282,196,2.32
P2283,590,4.79
P2284,209,4.29
P2285,640,1.24
P2286,929,1.53
P2287,460,4.96
P2288,105,2.68
P2289,220,4.62
P2290,399,3.09
P2291,777,1.25
P2292,64,2.64
P2293,147,4.64
P2294,992,1.82
P2295,630,4.74
P2296,153,3.5
P2297,912,3.34
P2298,574,1.66
P2299,462,3.0
P2300,90,3.78
P2301,87,4.88
P2302,466,3.98
P2303,854,1.59
P2304,751,2.74
P2305,158,4.37
P2306,553,4.98
P2307,558,1.49
P2308,64,4.72
P2309,74,2.6
P2310,245,2.96
P2311,507,2.77
P2312,102,2.14
P2313,916,3.37
P2314,932,1.73
P2315,67,3.09
P2316,858,2.06
P2317,105,1.93
P2318,76,4.99
P2319,518,3.65
P2320,237,4.43
P2321,468,3.98
P2322,187,4.83
P2323,499,1.44
P2324,70,1.15
P2325,403,1.22
P2326,812,2.94
P2327,494,1.42
P2328,911,2.09
P2329,861,3.7
P2330,721,4.97
P2331,944,1.86
P2332,594,2.95
P2333,236,4.48
P2334,468,2.17
P2335,15,2.59
P2336,195,1.24
P2337,946,1.58
P2338,99,4.63
P2339,853,1.04
P2340,360,2.29
P2341,670,2.53
P2342,493,2.73
P2343,148,2.64
P2344,644,2.85
P2345,258,1.43
P2346,659,1.17
P2347,336,1.01
P2348,991,1.36
P2349,124,3.14
P2350,597,2.81
P2351,856,3.67
P2352,667,3.03
P2353,937,4.35
P2354,534,3.28
P2355,452,1.29
P2356,44,1.17
P2357,657,2.94
P2358,728,1.84
P2359,679,1.8
P2360,848,1.51
P2361,565,2.84
P2362,825,4.93
P2363,146,4.3
P2364,435,4.63
P2365,356,3.62
P2366,321,2.97
P2367,13,1.04
P2368,701,3.2
P2369,358,4.33
P2370,210,1.58
P2371,995,1.62
P2372,70,3.91
P2373,767,2.49
P2374,610,2.78
P2375,53,3.86
P2376,850,4.59
P2377,617,3.6
P2378,407,4.94
P2379,471,3.56
P2380,741,3.39
P2381,49,3.96
P2382,129,3.32
P2383,934,1.68
P2384,370,4.87
P2385,912,2.81
P2386,804,2.89
P2387,918,2.8
P2388,6,1.88
P2389,614,1.72
P2390,829,3.0
P2391,703,3.38
P2392,257,1.27
P2393,715,1.72
P2394,713,1.57
P2395,110,1.68
P2396,332,3.82
P2397,770,3.27
P2398,50,3.76
P2399,494,3.19
P2400,506,2.67
P2401,716,4.54
P2402,178,2.88
P2403,843,1.28
P2404,101,3.11
P2405,67,3.6
P2406,403,4.68
P2407,482,3.22
P2408,265,3.47
P2409,358,3.88
P2410,550,2.34
P2411,874,4.76
P2412,722,4.26
P2413,25,1.64
P2414,577,2.85
P2415,519,4.33
P2416,887,2.86
P2417,672,3.85
P2418,890,4.85
P2419,767,4.33
P2420,149,1.1
P2421,906,2.38
P2422,84,3.06
P2423,668,1.72
P2424,852,2.99
P2425,181,1.8
P2426,48,3.68
P2427,634,1.37
P2428,862,4.17
P2429,238,4.18
P2430,828,4.24
P2431,927,4.14
P2432,289,1.22
P2433,386,3.55
P2434,759,4.9
P2435,310,2.29
P2436,476,2.64
P2437,482,3.15
P2438,653,4.16
P2439,532,2.07
P2440,810,3.04
P2441,654,1.36
P2442,320,4.81
P2443,441,1.26
P2444,980,4.3
P2445,757,2.47
P2446,731,4.75
P2447,987,3.47
P2448,418,2.34
P2449,961,2.12
P2450,188,4.74
P2451,853,3.75
P2452,556,1.33
P2453,344,1.81
P2454,181,1.88
P2455,856,4.48
P2456,397,4.66
P2457,111,3.29
P2458,159,1.29
P2459,607,4.98
P2460,175,4.77
P2461,645,4.97
P2462,620,3.14
P2463,850,2.03
P2464,107,3.05
P2465,459,2.62
P2466,140,2.85
P2467,373,2.7
P2468,143,1.55
P2469,199,3.08
P2470,323,3.7
P2471,858,4.18
P2472,556,3.45
P2473,606,3.4
P2474,527,1.45
P2475,137,3.16
P2476,36,4.84
P2477,347,3.16
P2478,551,3.75
P2479,609,3.28
P2480,522,4.66
P2481,672,1.25
P2482,613,1.89
P2483,903,4.61
P2484,392,2.44
P2485,596,1.32
P2486,512,2.34
P2487,647,1.88
P2488,563,3.72
P2489,294,4.25
P2490,469,1.06
P2491,839,4.65
P2492,427,3.28
P2493,268,1.67
P2494,217,1.5
P2495,903,4.94
P2496,662,3.31
P2497,298,4.9
P2498,120,3.46
P2499,819,1.11
P2500,948,2.58
P2501,782,1.19
P2502,601,2.08
P2503,786,1.35
P2504,198,2.62
P2505,958,4.68
P2506,685,1.69
P2507,567,3.82
P2508,598,3.31
P2509,843,1.84
P2510,111,1.7
P2511,320,2.05
P2512,873,2.98
P2513,980,4.85
P2514,427,4.97
P2515,783,3.24
P2516,403,1.76
P2517,368,3.05
P2518,666,2.09
P2519,496,1.61
P2520,147,4.56
P2521,143,1.4
P2522,613,4.26
P2523,400,1.67
P2524,270,1.64
P2525,769,3.46
P2526,443,4.33
P2527,245,3.66
P2528,31,4.7
P2529,171,4.66
P2530,413,2.04
P2531,816,2.46
P2532,136,1.06
P2533,571,1.77
P2534,244,3.21
P2535,681,1.08
P2536,616,3.5
P2537,939,3.67
P2538,463,2.59
P2539,999,4.28
P2540,611,4.25
P2541,585,2.49
P2542,601,2.72
P2543,794,3.56
P2544,286,2.55
P2545,249,4.66
P2546,12,2.72
P2547,331,4.39
P2548,462,2.42
P2549,493,2.25
P2550,393,4.09
P2551,203,1.86
P2552,586,1.53
P2553,672,4.92
P2554,626,1.59
P2555,989,4.56
P2556,393,1.26
P2557,927,1.29
P2558,628,1.74
P2559,461,4.49
P2560,864,4.92
P2561,284,3.62
P2562,686,1.1
P2563,633,2.21
P2564,17,1.77
P2565,254,4.43
P2566,727,3.52
P2567,269,4.97
P2568,184,3.16
P2569,525,3.18
P2570,3,1.04
P2571,432,1.37
P2572,374,3.94
P2573,576,3.4
P2574,659,4.31
P2575,994,1.48
P2576,923,3.11
P2577,726,2.45
P2578,427,2.47
P2579,835,3.45
P2580,26,3.48
P2581,600,2.61
P2582,436,4.57
P2583,356,2.81
P2584,501,3.85
P2585,98,2.02
P2586,832,1.93
P2587,376,2.68
P2588,988,3.53
P2589,785,2.54
P2590,31,1.37
P2591,648,1.0
P2592,543,3.19
P2593,97,3.33
P2594,855,2.0
P2595,574,2.56
P2596,921,2.55
P2597,736,3.34
P2598,707,3.31
P2599,237,1.74
P2600,948,4.66
P2601,55,2.61
P2602,475,2.9
P2603,625,1.77
P2604,428,1.05
P2605,809,3.41
P2606,238,3.32
P2607,776,2.86
P2608,910,4.29
P2609,286,4.73
P2610,290,3.06
P2611,816,2.77
P2612,847,1.71
P2613,874,2.0
P2614,964,2.05
P2615,538,3.08
P2616,146,2.16
P2617,995,2.0
P2618,938,1.49
P2619,292,2.93
P2620,737,2.62
P2621,737,3.0
P2622,17,4.05
P2623,526,1.66
P2624,372,1.8
P2625,9,1.12
P2626,208,4.69
P2627,216,2.19
P2628,82,3.38
P2629,676,2.04
P2630,147,4.22
P2631,255,1.66
P2632,908,1.86
P2633,755,3.6
P2634,171,3.28
P2635,118,3.24
P2636,164,4.55
P2637,421,2.63
P2638,753,1.93
P2639,207,4.3
P2640,911,3.65
P2641,349,1.66
P2642,39,3.6
P2643,757,4.72
P2644,48,3.37
P2645,65,1.65
P2646,10,4.11
P2647,615,4.45
P2648,429,3.18
P2649,579,4.6
P2650,426,1.66
P2651,144,4.14
P2652,820,1.62
P2653,601,4.05
P2654,428,4.34
P2655,543,2.24
P2656,543,3.35
P2657,633,3.08
P2658,413,2.78
P2659,661,1.11
P2660,319,3.03
P2661,485,3.83
P2662,621,2.65
P2663,249,3.84
P2664,413,2.09
P2665,422,1.74
P2666,331,1.01
P2667,574,1.4
P2668,158,1.4
P2669,866,2.97
P2670,664,3.0
P2671,528,3.04
P2672,482,2.54
P2673,717,4.88
P2674,872,3.0
P2675,916,1.93
P2676,534,2.48
P2677,741,3.71
P2678,557,2.73
P2679,970,4.99
P2680,935,1.16
P2681,761,4.7
P2682,167,2.13
P2683,305,2.92
P2684,149,2.76
P2685,825,2.08
P2686,513,3.16
P2687,102,4.94
P2688,609,1.2
P2689,277,1.68
P2690,582,1.57
P2691,570,1.55
P2692,327,1.76
P2693,660,1.1
P2694,374,3.56
P2695,942,3.63
P2696,28,2.04
P2697,730,2.02
P2698,85,1.88
P2699,189,1.94
P2700,627,3.56
P2701,422,2.09
P2702,346,4.11
P2703,661,4.83
P2704,581,1.49
P2705,992,4.87
P2706,748,2.87
P2707,879,1.07
P2708,604,2.84
P2709,780,2.75
P2710,17,1.25
P2711,359,3.89
P2712,820,2.03
P2713,787,1.46
P2714,496,1.58
P2715,549,4.92
P2716,432,2.75
P2717,261,2.07
P2718,744,3.31
P2719,8,4.41
P2720,120,1.03
P2721,656,3.66
P2722,713,3.42
P2723,46,1.38
P2724,431,4.49
P2725,555,4.81
P2726,528,1.36
P2727,566,2.42
P2728,964,4.63
P2729,846,1.38
P2730,867,4.46
P2731,427,1.91
P2732,469,3.39
P2733,645,4.86
P2734,724,4.46
P2735,828,3.62
P2736,470,1.16
P2737,904,3.22
P2738,950,1.48
P2739,953,4.12
P2740,381,3.69
P2741,814,2.28
P2742,801,1.33
P2743,234,4.84
P2744,6,3.92
P2745,615,2.12
P2746,346,4.65
P2747,678,4.66
P2748,675,2.33
P2749,711,1.55
P2750,662,3.01
P2751,753,3.49
P2752,590,4.72
P2753,729,1.16
P2754,661,3.43
P2755,895,4.31
P2756,713,1.27
P2757,261,3.37
P2758,730,3.42
P2759,537,3.65
P2760,644,1.42
P2761,300,4.29
P2762,761,3.36
P2763,494,1.31
P2764,312,2.39
P2765,748,3.47
P2766,437,2.7
P2767,501,3.12
P2768,136,1.45
P2769,118,2.0
P2770,519,2.48
P2771,221,1.7
P2772,3,4.92
P2773,436,1.79
P2774,318,3.81
P2775,112,2.64
P2776,973,4.0
P2777,329,4.2
P2778,256,3.1
P2779,912,3.09
P2780,319,4.03
P2781,756,3.78
P2782,449,3.47
P2783,302,3.16
P2784,651,3.73
P2785,774,4.47
P2786,725,4.58
P2787,296,2.31
P2788,824,2.13
P2789,510,2.56
P2790,435,2.74
P2791,551,2.64
P2792,294,1.34
P2793,495,4.14
P2794,398,4.13
P2795,830,4.58
P2796,126,2.63
P2797,601,3.69
P2798,697,2.71
P2799,919,3.6
P2800,119,4.99
P2801,298,1.0
P2802,599,4.93
P2803,609,2.53
P2804,61,4.11
P2805,474,3.26
P2806,529,4.13
P2807,261,3.12
P2808,939,1.33
P2809,204,4.23
P2810,200,3.82
P2811,405,3.88
P2812,750,4.99
P2813,944,1.58
P2814,578,2.21
P2815,399,2.43
P2816,62,1.89
P2817,888,4.49
P2818,994,1.45
P2819,204,3.75
P2820,229,3.33
P2821,144,1.14
P2822,314,1.92
P2823,446,1.45
P2824,855,2.38
P2825,439,2.53
P2826,751,3.81
P2827,580,4.15
P2828,599,3.29
P2829,380,3.39
P2830,757,2.76
P2831,247,1.85
P2832,312,3.93
P2833,270,1.93
P2834,694,3.79
P2835,305,4.63
P2836,380,2.99
P2837,527,2.93
P2838,962,2.11
P2839,267,1.78
P2840,255,4.86
P2841,899,1.18
P2842,130,1.47
P2843,105,1.71
P2844,773,2.73
P2845,341,4.78
P2846,680,4.6
P2847,969,3.43
P2848,909,2.39
P2849,658,2.39
P2850,694,1.07
P2851,164,1.89
P2852,699,1.67
P2853,614,2.05
P2854,788,2.2
P2855,669,3.09
P2856,887,2.48
P2857,319,2.21
P2858,127,1.25
P2859,913,3.02
P2860,773,3.49
P2861,846,4.0
P2862,402,4.81
P2863,288,1.54
P2864,966,3.76
P2865,229,3.09
P2866,57,2.43
P2867,51,1.88
P2868,258,3.57
P2869,631,3.87
P2870,226,4.36
P2871,293,1.67
P2872,320,1.22
P2873,90,3.23
P2874,402,1.39
P2875,219,1.98
P2876,859,4.9
P2877,407,3.15
P2878,447,1.15
P2879,228,2.19
P2880,832,3.9
P2881,962,3.68
P2882,43,4.05
P2883,19,2.85
P2884,500,3.48
P2885,762,4.31
P2886,749,3.5
P2887,35,4.74
P2888,852,4.77
P2889,259,3.36
P2890,413,3.8
P2891,623,3.49
P2892,497,2.58
P2893,219,3.13
P2894,666,2.72
